stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding
S20-E08-E,,Atlántico,10.969145,-74.79028,,0,108,1
A8-3-E12-F,,Barrio Abajo,10.987297,-74.78431,,0,202,1
A8-3-E12-E,,Barrio Abajo,10.987065,-74.784275,,0,202,1
B1-E12-C,,Barrio Abajo,10.986953,-74.783863,,0,202,1
B2-E12-A,,Barrio Abajo,10.98691,-74.783718,,0,202,1
R2-E12-B,,Barrio Abajo,10.987045,-74.78369,,0,202,1
S2-E12-D,,Barrio Abajo,10.987137,-74.783875,,0,202,1
B1-E04-D,,Buenos Aires,10.941818,-74.799458,,0,104,1
R1-E04-B,,Buenos Aires,10.941627,-74.799488,,0,104,1
S1-E04-A,,Buenos Aires,10.941537,-74.79964,,0,104,1
S2-E04-C,,Buenos Aires,10.941725,-74.799682,,0,104,1
B1-E09-D,,Chiquinquirá,10.977185,-74.787662,,0,109,1
R1-E09-B,,Chiquinquirá,10.977003,-74.787722,,0,109,1
S1-E09-A,,Chiquinquirá,10.976947,-74.787958,,0,109,1
S2-E09-C,,Chiquinquirá,10.97718,-74.787893,,0,109,1
B2-E16-A,,Esthercita Forero,10.992468,-74.802465,,0,205,1
R1-E16-D,,Esthercita Forero,10.992705,-74.802543,,0,205,1
R2-E16-B,,Esthercita Forero,10.99259,-74.802318,,0,205,1
S1-E16-C,,Esthercita Forero,10.992575,-74.802642,,0,205,1
E03-E-A66-S10-S20,,Joaquín Barrios Polo,10.933248,-74.799342,,0,103,1
B1-E03-D,,Joaquín Barrios Polo,10.932948,-74.79903,,0,103,1
E03-F-B10-R10,,Joaquín Barrios Polo,10.933358,-74.799152,,0,103,1
R1-E03-B,,Joaquín Barrios Polo,10.93274,-74.79906,,0,103,1
S1-E03-A,,Joaquín Barrios Polo,10.932678,-74.799372,,0,103,1
S2-E03-C,,Joaquín Barrios Polo,10.932857,-74.79929,,0,103,1
ER-71-74,,Joe Arroyo,10.995152,-74.807747,,0,206,1
ER-A82-A81,,Joe Arroyo,10.995047,-74.807837,,0,206,1
ER-91-92-93,,Joe Arroyo,10.99475,-74.808118,,0,206,1
ER-94-U30,,Joe Arroyo,10.994897,-74.80803,,0,206,1
ER-B2-R2,,Joe Arroyo,10.994355,-74.807899,,0,206,1
ER-R1S1-R10S10-R50S50,,Joe Arroyo,10.994863,-74.807593,,0,206,1
B1-E10-D,,La Arenosa,10.982117,-74.786393,,0,110,1
B10-E10-F,,La Arenosa,10.982567,-74.786267,,0,110,1
R1-E10-B,,La Arenosa,10.981927,-74.786448,,0,110,1
S1-E10-A,,La Arenosa,10.981884,-74.786564,,0,110,1
S2-E10-C,,La Arenosa,10.982099,-74.786522,,0,110,1
S20-E10-E,,La Arenosa,10.982467,-74.786422,,0,110,1
E14-F-A83-R10,,La Catedral,10.988595,-74.78895,,0,203,1
E14-E-A83-S10,,La Catedral,10.988453,-74.788928,,0,203,1
B2-E14-A,,La Catedral,10.988238,-74.788445,,0,203,1
R1-E14-D,,La Catedral,10.988467,-74.78851,,0,203,1
R2-E14-B,,La Catedral,10.988385,-74.788347,,0,203,1
S1-E14-C,,La Catedral,10.988318,-74.78853,,0,203,1
B1-E06-D,,La Catorce,10.95489,-74.796328,,0,106,1
R1-E06-B,,La Catorce,10.954748,-74.796438,,0,106,1
S1-E06-A,,La Catorce,10.954782,-74.796685,,0,106,1
S2-E06-C,,La Catorce,10.954933,-74.796583,,0,106,1
B1-E05-D,,La Ocho,10.946887,-74.799652,,0,105,1
E05-F-B10-R10,,La Ocho,10.947358,-74.799708,,0,105,1
R1-E05-B,,La Ocho,10.94671,-74.799648,,0,105,1
S1-E05-A,,La Ocho,10.946562,-74.799847,,0,105,1
E05-E-S10-S20,,La Ocho,10.947255,-74.799832,,0,105,1
S2-E05-C,,La Ocho,10.946817,-74.7998,,0,105,1
B1-E07-D,,La Veintiuna,10.960433,-74.793557,,0,107,1
R1-E07-B,,La Veintiuna,10.960262,-74.793648,,0,107,1
S1-E07-A,,La Veintiuna,10.960322,-74.793867,,0,107,1
S2-E07-C,,La Veintiuna,10.96048,-74.793827,,0,107,1
B1-E01-D,,Pacho Galán,10.915542,-74.799025,,0,101,1
R1-E01-B,,Pacho Galán,10.915362,-74.79902,,0,101,1
S1-E01-A,,Pacho Galán,10.915247,-74.79922,,0,101,1
S2-E01-C,,Pacho Galán,10.915438,-74.799145,,0,101,1
E11-F-A83-S20,,Parque Cultural del Caribe,10.986095,-74.778673,,0,201,1
E11-E-A83-B10,,Parque Cultural del Caribe,10.985902,-74.778635,,0,201,1
B1-E11-C,,Parque Cultural del Caribe,10.985827,-74.778182,,0,201,1
B2-E11-A,,Parque Cultural del Caribe,10.985792,-74.777985,,0,201,1
R2-E11-B,,Parque Cultural del Caribe,10.98595,-74.778028,,0,201,1
S2-E11-D,,Parque Cultural del Caribe,10.985995,-74.778213,,0,201,1
B1-E02-D,,Pedro Ramayá,10.921488,-74.79913,,0,102,1
R1-E02-B,,Pedro Ramayá,10.921293,-74.799132,,0,102,1
S1-E02-A,,Pedro Ramayá,10.921185,-74.799265,,0,102,1
S2-E02-C,,Pedro Ramayá,10.921355,-74.799247,,0,102,1
A3-2-EP-5-A32,,Portal de Soledad,10.907368,-74.80046,,0,20300,1
EP-3-A33-A35,,Portal de Soledad,10.907398,-74.80033,,0,20300,1
A3-4-EP-6-A34,,Portal de Soledad,10.907412,-74.800364,,0,20300,1
A5-3-EP-4-A53,,Portal de Soledad,10.907203,-74.800583,,0,20300,1
EP-2-B1S2-B10S20,,Portal de Soledad,10.907432,-74.800168,,0,20300,1
EP-1-R1S1-R50S50-R10S10,,Portal de Soledad,10.90715,-74.800348,,0,20300,1
